22.71139,43.03953,"Section Control, Route length: 513 km, minimum time: 4 hours and 16 minutes.",[196203]
22.73617,43.02186,"Section Control, Route length: 513 km, minimum time: 4 hours and 16 minutes.",[1196203001]
20.37317,44.82117,[196264],[196264]
21.23892,47.29147,[196641],[196641]
21.52361,46.53047,[196829-],[196829-]
26.02861,45.23792,[197438-],[197438-]
24.76681,43.68481,[198463-],[198463-]
25.57994,45.71164,[198464-],[198464-]
27.51639,44.81392,[199449],[199449]
28.45353,45.32486,[199887-],[199887-]
28.78456,45.3725,[199888-],[199888-]
26.21161,43.3415,[199890-],[199890-]
22.94714,45.83453,[200982-],[200982-]
29.7245,46.71981,[202182-],[202182-]
29.68844,46.75725,[202184-],[202184-]
28.57644,44.16867,[202909-],[202909-]
24.57803,46.55961,[202913-],[202913-]
29.59322,46.83892,[203706-],[203706-]
26.15436,45.99625,[205073-],[205073-]
20.46475,44.71856,[205195],[205195]
20.48531,44.71514,[205196-],[205196-]
24.89689,44.84025,[205203-],[205203-]
21.58603,47.52336,[205366-],[205366-]
20.07808,44.47111,[205735-],[205735-]
22.14494,47.841,[205807-],[205807-]
20.19281,44.57794,[205829],[205829]
20.60931,44.66797,[205917-],[205917-]
20.03497,45.59703,[205918-],[205918-]
20.20089,45.00725,[1205919001-],[1205919001-]
20.20106,45.00733,[205920-],[205920-]
22.29481,43.92178,[205922-],[205922-]
20.23928,44.22489,[205926],[205926]
20.42842,45.34392,[205975],[205975]
21.0735,44.33642,[205980],[205980]
21.605,43.21872,[205981],[205981]
29.15508,47.26006,[206116-],[206116-]
20.12872,45.79028,[206199-],[206199-]
20.16933,46.24278,[206422],[206422]
24.36389,45.12453,[209583-],[209583-]
20.23556,44.22244,[211918-],[211918-]
20.45347,46.22097,[212091-],[212091-]
21.29819,43.11781,[212096-],[212096-]
26.98281,43.28711,[212101-],[212101-]
26.65461,43.45161,[212108-],[212108-]
22.77592,43.023,[213603-],[213603-]
25.85031,45.80181,[213662-],[213662-]
